directorio,secuencia_p,orden,age,parentesco,p6210,other_job,sex,estrato1,cotPension,regSalud,cuentaPropia,formal,hoursWorkUsual,ocu,oficio,firm_time,sizeFirm,wage,iof1,iof2,iof6,age2,ln_wage
4514500,1,1,51,1,3,1,0,2,1,1,0,1,40,1,54,9,1,4303.34912109375,0,0,0,2601,8.36714886389406
4514500,1,2,19,3,5,2,0,2,2,1,0,0,24,1,53,48,2,1555.55554199219,0,0,0,361,7.34958802254187
4514501,1,1,38,1,3,2,0,2,1,1,0,1,60,1,53,48,3,3888.88891601562,0,0,0,1444,8.26587877011078
4514501,1,2,43,2,3,2,1,2,1,1,0,1,54,1,87,3,5,3187.666015625,0,0,0,1849,8.06704427144373
4514502,1,1,54,1,5,2,1,2,1,1,0,1,40,1,98,36,5,4303.34912109375,0,0,0,2916,8.36714886389406
4514503,1,1,67,1,4,2,0,2,2,1,1,0,30,1,79,204,1,,0,8e+05,350000,4489,
4514507,1,1,21,1,5,2,1,2,1,1,0,1,48,1,56,2,5,3586.12426757812,0,0,0,441,8.18482730710011
4514511,1,1,43,1,5,2,0,2,1,1,0,1,50,1,54,7,1,3442.67944335938,0,0,0,1849,8.14400535512938
4514511,1,2,23,3,6,2,0,2,1,1,0,1,48,1,33,24,5,,0,0,0,529,
4514512,1,1,43,1,6,1,0,2,2,1,0,0,72,1,41,144,2,,0,0,0,1849,
4514512,1,3,37,9,3,2,0,2,2,3,0,0,40,1,45,60,2,1750,0,0,0,1369,7.46737106691756
4514512,1,2,24,3,6,2,0,2,2,3,0,0,30,1,53,3,2,1866.66662597656,0,0,0,576,7.53190956625686
4514513,1,2,46,3,5,2,1,2,1,1,1,1,60,1,41,84,1,,0,0,0,2116,
4514514,1,2,43,2,5,1,0,2,1,1,0,1,40,1,55,6,4,4303.34912109375,0,0,0,1849,8.36714886389406
4514514,1,1,43,1,6,2,1,2,1,1,0,1,48,1,33,99,5,3586.12426757812,0,0,550000,1849,8.18482730710011
4514515,1,1,33,1,5,2,1,2,2,,0,0,50,1,95,5,3,3733.33325195312,0,0,0,1089,8.2250567468168
4514516,1,2,32,3,6,2,0,2,1,1,0,1,40,1,6,12,5,16916.666015625,0,0,0,1024,9.7360545697507
4514517,1,2,33,3,5,2,1,2,1,1,0,1,50,1,53,9,4,,0,0,0,1089,
4514518,1,1,52,1,5,2,1,2,1,1,0,1,48,1,98,168,5,7291.66650390625,0,0,0,2704,8.89448740023628
4514518,1,3,23,3,6,2,0,2,1,1,0,1,43,1,33,36,4,5426.3564453125,0,0,0,529,8.59902318315717
4514519,1,1,35,1,5,2,1,1,1,1,0,1,72,1,98,132,5,2390.74951171875,0,0,380000,1225,7.77936219899195
4514520,1,1,23,1,5,2,0,1,1,1,0,1,48,1,55,3,5,3586.12426757812,0,0,0,529,8.18482730710011
4514521,1,3,21,3,6,2,0,1,2,3,0,0,72,1,59,36,4,2592.59252929688,0,0,0,441,7.86041363061311
4514538,1,2,41,2,6,1,0,2,1,1,0,1,48,1,59,36,4,3586.12426757812,0,0,0,1681,8.18482730710011
4514538,1,1,54,1,4,2,1,2,1,1,0,1,48,1,97,24,3,3586.12426757812,0,0,0,2916,8.18482730710011
4514542,1,4,23,3,6,2,1,4,1,1,0,1,48,1,42,24,5,9722.22265625,0,0,0,529,9.18216953965234
4514542,1,3,27,3,6,2,1,4,1,1,1,1,48,1,2,6,5,,0,0,0,729,
4514549,1,1,57,1,5,2,1,2,2,3,0,0,40,1,45,60,2,4666.66650390625,0,0,550000,3249,8.44820028505205
4514565,1,1,35,1,6,2,0,2,1,1,1,1,60,1,87,60,4,,0,0,0,1225,
4521221,1,1,33,1,6,2,0,5,1,1,0,1,32,1,6,48,5,72916.6640625,0,0,0,1089,11.1970724798375
4521222,1,2,63,2,5,2,1,3,2,2,0,0,40,1,98,48,1,3500,0,0,0,3969,8.16051824747751
4521223,1,1,41,1,6,2,1,5,1,1,0,1,48,1,21,136,5,77777.78125,0,0,4e+06,1681,11.2616110813322
4521223,1,2,38,2,6,2,0,5,1,1,0,1,48,1,30,24,5,41319.4453125,0,0,0,1444,10.6290884989542
4521225,1,3,28,3,6,2,1,5,1,1,1,1,40,1,58,3,5,,0,0,2300000,784,
4521226,1,2,45,3,5,2,1,3,1,1,1,1,45,1,13,10,5,,0,0,0,2025,
4521227,1,1,60,1,6,2,1,5,1,1,0,1,48,1,21,48,5,,0,0,0,3600,
4521228,1,1,49,1,4,2,0,3,2,3,0,0,48,1,54,1,1,4375,0,0,0,2401,8.38366179879172
4521229,1,1,54,1,6,2,1,3,1,1,0,1,48,1,3,3,5,9722.22265625,0,0,0,2916,9.18216953965234
4521229,1,3,27,3,6,2,1,3,1,1,0,1,50,1,2,12,4,5600,0,0,0,729,8.63052187672324
4521231,1,1,47,1,3,2,1,3,1,1,0,1,48,1,93,48,4,3586.12426757812,0,0,0,2209,8.18482730710011
4521231,1,3,24,3,6,2,0,3,1,1,0,1,48,1,19,4,4,5347.22216796875,0,0,0,576,8.58433248410776
4521232,1,2,62,2,3,2,1,2,1,1,0,1,48,1,81,480,5,4375,0,0,0,3844,8.38366179879172
4521232,1,3,44,3,5,2,1,2,1,1,0,1,60,1,98,11,4,4355.5556640625,0,0,0,1936,8.37920747335464
4521233,1,2,42,3,6,2,1,3,1,1,0,1,48,1,21,8,5,10694.4443359375,0,0,0,1764,9.27747966466771
4521234,1,1,63,1,3,2,1,2,1,1,0,1,48,1,58,360,5,3586.12426757812,0,0,350000,3969,8.18482730710011
4521234,1,3,33,3,6,2,0,2,1,1,0,1,48,1,11,144,4,4861.111328125,0,0,0,1089,8.4890223590924
4521236,1,1,34,1,6,2,1,3,1,1,1,1,40,1,8,60,4,,0,0,1e+06,1156,
4521236,1,2,34,2,6,2,0,3,1,1,1,1,20,1,8,69,4,,0,0,0,1156,
4521237,1,1,50,1,4,2,0,3,1,1,0,1,48,1,53,336,4,3586.12426757812,0,0,0,2500,8.18482730710011
4521237,1,2,30,3,6,2,0,3,1,1,0,1,48,1,13,48,4,4861.111328125,0,0,0,900,8.4890223590924
4521239,1,1,40,1,5,2,1,2,1,1,0,1,48,1,98,48,5,3586.12426757812,0,0,0,1600,8.18482730710011
4521239,1,2,34,2,4,2,0,2,1,1,0,1,25,1,32,6,2,4666.66650390625,0,0,0,1156,8.44820028505205
4521242,1,1,46,1,4,2,0,2,2,,1,0,40,1,55,120,1,,0,0,0,2116,
4521243,1,1,23,1,5,2,1,2,2,,0,0,48,1,85,48,2,4472.22216796875,0,0,0,529,8.40564069337928
4521243,1,2,23,2,6,2,0,2,1,1,0,1,55,1,37,12,5,3129.70849609375,0,0,0,529,8.0486951469587
4521244,1,1,38,1,6,1,0,2,2,1,1,0,48,1,44,6,3,,0,0,0,1444,
4521245,1,1,54,1,4,2,0,2,2,3,1,0,54,1,45,180,1,,0,0,0,2916,
4521245,1,2,37,3,5,2,0,2,2,3,1,0,48,1,45,120,1,,0,0,0,1369,
4521246,1,1,47,1,3,2,1,2,2,3,1,0,77,1,99,120,3,,0,0,0,2209,
4521246,1,2,45,2,4,2,0,2,2,3,0,0,55,1,54,3,1,848.48486328125,0,0,0,2025,6.74345224512948
4521246,1,3,18,3,4,2,0,2,2,3,0,0,56,1,45,8,2,2083.33325195312,0,0,0,324,7.64172441499983
4521246,1,4,23,9,4,2,1,2,2,,1,0,66,1,98,36,1,,0,0,0,529,
4521247,1,1,37,1,4,2,1,2,2,3,1,0,70,1,81,5,1,,0,0,0,1369,
4521247,1,2,40,2,6,2,0,2,2,3,0,0,40,1,79,6,2,,0,0,0,1600,
4521248,1,1,40,1,6,2,1,3,1,1,1,1,60,1,2,144,4,,0,0,0,1600,
4521248,1,2,37,2,6,1,0,3,1,1,0,1,48,1,2,48,5,34027.77734375,0,0,0,1369,10.4349324507498
4521248,1,4,41,9,5,2,0,3,1,1,0,1,48,1,39,12,5,4375,0,0,0,1681,8.38366179879172
4521250,1,1,33,1,6,2,0,2,2,1,0,0,60,1,51,84,2,,0,0,0,1089,
4521250,1,2,26,9,5,2,0,2,1,1,0,1,48,1,53,28,4,6805.5556640625,0,0,0,676,8.82549456701463
4521252,1,1,29,1,6,2,1,3,1,1,0,1,48,1,21,60,5,12638.888671875,0,0,0,841,9.44453374230665
4521252,1,2,28,2,6,2,0,3,1,1,0,1,48,1,21,60,3,5833.33349609375,0,0,0,784,8.67134389914528
4521253,1,1,52,1,3,2,0,2,2,1,1,0,42,1,45,36,1,,0,0,0,2704,
4521253,1,3,30,3,5,2,1,2,2,1,0,0,42,1,45,9,2,7777.77783203125,0,0,0,900,8.95902595067072
4521253,1,4,28,3,6,1,0,2,2,1,1,0,30,1,21,11,5,,0,0,0,784,
4521254,1,1,36,1,3,2,0,2,2,3,1,0,30,1,55,72,1,,0,0,0,1296,
4521254,1,5,37,5,1,2,1,2,2,3,1,0,54,1,99,240,1,,0,0,0,1369,
4521255,1,2,55,2,3,2,0,2,2,3,1,0,24,1,55,240,1,,0,0,0,3025,
4521255,1,3,28,3,5,2,1,2,1,1,0,1,48,1,97,15,5,3586.12426757812,0,0,0,784,8.18482730710011
4521255,1,4,22,3,5,2,0,2,1,1,0,1,48,1,59,20,2,3586.12426757812,0,0,0,484,8.18482730710011
4521256,1,1,25,1,6,2,1,2,1,1,0,1,48,1,39,24,5,4861.111328125,0,0,0,625,8.4890223590924
4521256,1,2,23,2,6,2,0,2,2,3,0,0,48,1,38,8,2,3402.77783203125,0,0,0,529,8.13234738645469
4521257,1,1,59,1,6,2,1,3,1,1,0,1,40,1,12,396,5,48416.66796875,0,0,0,3481,10.7875994129393
4521257,1,3,25,3,6,2,1,3,1,1,0,1,48,1,39,12,5,7777.77783203125,0,0,0,625,8.95902595067072
4521258,1,2,54,2,6,2,0,3,1,1,0,1,48,1,11,48,5,31500,0,0,0,2916,10.3577428248137
4521259,1,1,67,1,4,2,1,3,2,1,0,0,60,1,98,1,2,,0,0,6e+05,4489,
4521259,1,2,36,2,6,2,0,3,1,1,0,1,48,1,11,144,5,7291.66650390625,0,0,0,1296,8.89448740023628
4521260,1,3,41,3,6,2,1,3,1,1,0,1,48,1,21,24,4,,0,0,0,1681,
4521261,1,1,48,1,6,2,0,3,1,1,0,1,48,1,39,6,4,3586.12426757812,0,0,0,2304,8.18482730710011
4521263,1,2,52,2,5,2,0,3,2,1,0,0,80,1,53,228,2,,0,0,0,2704,
4521263,1,3,40,3,6,2,1,3,1,1,0,1,48,1,8,60,5,,0,0,0,1600,
4521264,1,1,55,1,5,2,1,2,2,1,1,0,50,1,53,48,2,,0,0,0,3025,
4521264,1,2,50,2,5,2,0,2,2,1,1,0,50,1,53,60,2,,0,0,0,2500,
4521264,1,3,28,3,6,2,1,2,1,1,1,1,40,1,13,0,5,,0,0,0,784,
4521264,1,4,24,3,6,2,1,2,1,1,1,1,48,1,3,2,5,,0,0,0,576,
4521264,1,5,21,3,6,2,1,2,2,,1,0,45,1,53,48,1,,0,0,0,441,
4521265,1,1,60,1,4,2,0,2,1,1,0,1,48,1,55,56,5,3586.12426757812,0,0,0,3600,8.18482730710011
4521266,1,1,50,1,6,2,1,3,1,1,0,1,70,1,58,180,5,13333.3330078125,0,0,0,2500,9.4980224200139
4521266,1,2,48,2,6,2,0,3,1,1,0,1,56,1,2,120,5,33333.33203125,0,0,0,2304,10.4143131372396
4521267,1,1,54,1,5,2,1,2,1,1,0,1,48,1,98,36,5,5833.33349609375,0,0,0,2916,8.67134389914528
4521268,1,1,39,1,6,2,1,3,1,1,0,1,48,1,2,12,5,24305.5546875,0,0,0,1521,10.0984601911694
4521268,1,2,36,2,6,2,0,3,1,1,0,1,48,1,19,12,5,14583.3330078125,0,0,0,1296,9.58763458079622
4521269,1,1,38,1,6,2,1,3,1,1,0,1,45,1,11,13,5,14518.5185546875,0,0,0,1444,9.5831802552595
4521269,1,2,32,2,6,2,0,3,1,1,0,1,40,1,6,36,5,16333.3330078125,0,0,0,1024,9.70096326849481
4521270,1,1,59,1,3,2,0,2,2,1,0,0,48,1,53,24,3,4375,0,0,0,3481,8.38366179879172
4521270,1,2,29,3,6,2,0,2,2,3,1,0,10,1,80,24,3,,0,0,0,841,
4521271,1,2,56,3,5,2,1,3,1,1,0,1,48,1,59,3,5,3888.88891601562,0,0,0,3136,8.26587877011078
4521271,1,3,61,9,6,2,0,3,1,1,1,1,24,1,45,9,1,,0,0,0,3721,
4521272,1,1,57,1,5,2,0,3,1,1,0,1,48,1,39,360,5,7777.77783203125,0,0,0,3249,8.95902595067072
4521272,1,3,23,3,6,2,0,3,1,1,0,1,48,1,13,6,4,5833.33349609375,0,0,0,529,8.67134389914528
4521274,1,2,62,2,6,2,1,4,1,1,1,1,40,1,59,48,1,,0,0,0,3844,
4521275,1,1,31,1,5,2,0,3,2,1,0,0,70,1,53,16,4,2459.056640625,0,0,0,961,7.80753307595864
4521275,2,1,21,1,5,2,0,3,2,1,0,0,70,1,45,12,3,2459.056640625,0,0,0,441,7.80753307595864
4521276,1,3,60,3,4,2,1,3,2,1,1,0,72,1,98,16,1,,0,0,0,3600,
4521276,1,4,35,4,6,2,0,3,1,1,0,1,60,1,97,60,5,2868.8994140625,0,0,0,1225,7.9616837557859
4521277,1,3,57,3,6,2,0,3,1,1,0,1,40,1,13,216,4,,0,0,0,3249,
4521277,1,4,75,9,6,2,1,3,2,1,1,0,48,1,44,240,1,,0,0,0,5625,
4521278,1,1,37,1,6,2,1,2,1,1,0,1,45,1,12,42,5,12444.4443359375,0,0,0,1369,9.4290295642217
4521278,1,2,40,2,6,1,0,2,2,1,0,0,30,1,39,2,4,11666.6669921875,0,0,0,1600,9.36449107970523
4521279,1,1,35,1,5,2,1,2,2,1,0,0,65,1,51,42,2,2692.3076171875,0,0,0,1225,7.89815395510823
4521280,1,1,28,1,6,2,1,3,1,,0,0,40,1,84,60,2,,0,0,0,784,
4521280,1,2,35,2,6,2,0,3,1,1,1,1,40,1,12,80,5,,0,0,0,1225,
4521281,1,1,45,1,4,2,1,2,1,1,0,1,48,1,58,36,4,5833.33349609375,0,0,380000,2025,8.67134389914528
4521281,1,2,45,2,4,2,0,2,1,1,0,1,48,1,55,60,5,3888.88891601562,0,0,0,2025,8.26587877011078
4521281,1,4,19,3,6,2,1,2,2,1,0,0,20,1,33,2,4,3500,0,0,0,361,8.16051824747751
4521283,1,2,49,3,6,1,1,4,2,,1,0,28,1,2,60,1,,0,0,0,2401,
4521283,1,3,40,3,6,2,0,4,1,1,0,1,40,1,3,8,3,4303.34912109375,0,0,0,1600,8.36714886389406
4521283,1,5,37,3,6,2,0,4,2,3,1,0,42,1,17,24,1,,0,0,0,1369,
4521284,1,1,47,1,5,2,1,2,1,1,0,1,48,1,97,84,5,4131.9443359375,0,0,0,2209,8.32650335869126
4521284,1,2,43,2,5,2,0,2,1,1,1,1,48,1,45,120,1,,0,0,0,1849,
4521285,1,1,55,1,6,2,1,4,1,1,0,1,55,1,12,216,4,,0,0,0,3025,
4521285,1,2,48,2,6,2,0,4,1,1,0,1,40,1,21,24,5,,0,0,0,2304,
4521287,1,1,48,1,4,2,0,3,2,3,0,0,40,1,45,36,2,4375,0,0,0,2304,8.38366179879172
4521288,1,1,56,1,4,2,0,3,2,,1,0,35,1,45,36,1,,0,0,0,3136,
4521288,1,2,35,3,6,2,0,3,1,1,0,1,48,1,77,168,5,12152.77734375,0,0,0,1225,9.40531301060941
4521289,1,2,38,3,5,2,1,2,1,2,0,1,56,1,58,180,5,5000,0,0,0,1444,8.51719319141624
4521291,1,3,53,3,6,2,1,4,1,1,0,1,40,1,12,384,5,19833.333984375,0,0,0,2809,9.89511933569124
4521292,1,4,56,3,6,2,1,4,1,1,1,1,48,1,84,336,1,,0,0,0,3136,
4521292,1,5,56,3,5,2,1,4,2,1,1,0,48,1,85,360,1,,0,0,0,3136,
4521292,1,7,58,6,3,2,0,4,1,1,0,1,48,1,54,444,1,3586.12426757812,0,0,0,3364,8.18482730710011
4521293,1,2,66,2,3,2,1,2,1,1,0,1,48,1,58,8,2,3500,0,0,0,4356,8.16051824747751
4521294,1,1,50,1,6,2,1,4,1,1,0,1,55,1,21,348,5,33939.39453125,0,0,2e+06,2500,10.4323316992434
4521294,1,2,51,2,6,2,0,4,1,1,0,1,48,1,33,96,5,13125,0,0,0,2601,9.48227408745982
4521295,1,2,29,5,6,2,0,3,1,1,1,1,25,1,45,70,1,,0,0,0,841,
4521296,1,3,20,3,5,2,1,3,2,1,1,0,32,1,59,11,1,,0,0,0,400,
4521297,1,1,62,1,5,2,1,3,2,3,0,0,18,1,79,0,2,518.518493652344,0,0,150000,3844,6.25097569463687
4521297,1,2,57,2,4,2,0,3,2,3,0,0,18,1,54,24,1,1866.66662597656,0,0,0,3249,7.53190956625686
4521297,1,3,28,3,5,2,0,3,2,3,0,0,16,1,80,0,2,6416.66650390625,0,0,0,784,8.76665402568256
4521298,1,1,54,1,4,2,1,3,2,1,1,0,48,1,93,120,1,,0,0,0,2916,
4521298,1,3,32,3,6,2,0,3,1,2,0,1,48,1,13,12,5,14097.22265625,0,0,0,1024,9.55373308223015
4521299,1,1,43,1,4,2,0,2,2,3,1,0,90,1,41,48,2,,0,0,0,1849,
4521299,1,2,23,3,6,2,1,2,2,1,0,0,6,1,45,48,2,,0,0,0,529,
4521299,1,3,22,3,6,2,0,2,2,1,0,0,6,1,45,48,2,,0,0,0,484,
4521299,1,4,19,3,6,2,0,2,2,1,0,0,28,1,45,48,2,,0,0,0,361,
4521300,1,1,26,1,5,2,1,2,2,,0,0,54,1,95,1,2,4320.98779296875,0,0,0,676,8.37123931088021
4521300,1,2,36,2,3,2,0,2,1,1,0,1,45,1,54,1,1,3825.19921875,0,0,0,1296,8.24936582823768
4521301,1,1,64,1,3,2,0,1,2,3,1,0,84,1,45,12,2,,0,0,0,4096,
4521301,1,2,37,3,5,2,1,1,1,1,0,1,48,1,95,2,4,3586.12426757812,0,0,0,1369,8.18482730710011
4521301,1,4,58,5,3,2,1,1,2,3,1,0,30,1,41,12,2,,0,0,0,3364,
4521302,1,1,25,1,3,2,1,1,2,3,0,0,50,1,84,80,5,4666.66650390625,0,0,0,625,8.44820028505205
4521303,1,2,28,2,6,2,0,2,2,3,0,0,15,1,39,6,4,4666.66650390625,0,0,0,784,8.44820028505205
4521304,1,1,50,1,4,2,1,1,2,3,1,0,40,1,93,3,1,,0,0,0,2500,
4521307,1,1,55,1,4,2,0,2,1,3,1,0,48,1,55,120,1,,0,0,0,3025,
4521307,1,2,27,3,6,2,1,2,1,1,0,1,48,1,33,4,4,3888.88891601562,0,0,0,729,8.26587877011078
4521307,1,3,19,5,6,2,0,2,2,1,0,0,48,1,33,6,5,3586.12426757812,0,0,0,361,8.18482730710011
4521308,1,2,37,3,5,2,0,3,1,1,0,1,48,1,45,18,2,3586.12426757812,0,0,0,1369,8.18482730710011
4521309,1,1,23,1,5,2,1,1,1,1,0,1,48,1,87,14,5,5833.33349609375,0,0,0,529,8.67134389914528
4521310,1,2,48,2,4,2,0,3,1,1,0,1,48,1,55,2,5,3586.12426757812,0,0,0,2304,8.18482730710011
4521311,1,2,47,3,5,2,0,3,1,1,0,1,48,1,97,36,5,3586.12426757812,0,0,0,2209,8.18482730710011
4521312,1,1,33,1,5,2,1,3,2,3,0,0,48,1,53,36,3,2916.66674804688,0,0,0,1089,7.97819671858534
4521312,1,2,33,2,5,2,0,3,2,3,0,0,48,1,53,24,3,2430.5556640625,0,0,0,1089,7.79587517853245
4521312,1,5,47,5,4,2,1,3,2,3,0,0,48,1,87,58,2,3159.72216796875,0,0,0,2209,8.05823938118676
4521313,1,1,54,1,3,2,0,2,1,1,0,1,40,1,54,144,1,4083.33325195312,0,0,0,2916,8.31466890737492
4521314,1,1,22,1,5,2,1,1,2,1,1,0,40,1,45,1,1,,0,0,0,484,
4521315,1,1,35,1,5,2,1,2,1,1,0,1,48,1,95,36,4,5347.22216796875,0,0,0,1225,8.58433248410776
4521315,1,3,31,3,4,2,1,2,1,1,0,1,48,1,39,3,4,3586.12426757812,0,0,0,961,8.18482730710011
4521316,1,2,32,2,6,2,1,1,1,1,0,1,48,1,87,18,2,4861.111328125,0,0,0,1024,8.4890223590924
4521317,1,1,67,1,3,2,1,3,3,1,0,1,48,1,85,72,5,,0,0,0,4489,
4521317,1,2,57,2,6,2,0,3,2,1,1,0,20,1,12,240,1,,0,0,0,3249,
4521317,1,3,30,3,6,2,1,3,1,1,0,1,40,1,16,15,2,8166.66650390625,0,0,0,900,9.00781608793486
4521319,1,1,47,1,5,2,1,1,2,3,1,0,35,1,45,180,1,,0,0,0,2209,
4521320,1,1,45,1,5,2,1,3,2,1,1,0,30,1,98,2,1,,0,0,0,2025,
4521321,1,1,52,1,6,2,1,2,2,1,0,0,48,1,85,140,2,,0,0,0,2704,
4521321,1,2,41,2,5,2,0,2,2,1,0,0,48,1,84,96,2,3645.83325195312,0,0,0,1681,8.20134021967633
4521322,1,1,34,1,4,2,0,3,1,1,0,1,48,1,53,24,2,3500,0,0,0,1156,8.16051824747751
4521323,1,3,23,3,6,2,1,3,2,,1,0,20,1,59,12,1,,0,0,0,529,
4521324,1,1,32,1,5,2,1,2,1,1,0,1,48,1,95,1,2,3586.12426757812,0,0,0,1024,8.18482730710011
4521325,1,1,32,1,6,2,1,3,1,1,0,1,72,1,97,6,5,6287.037109375,0,0,0,1024,8.74624519092251
4521325,1,2,28,2,6,2,0,3,1,1,0,1,40,1,33,2,5,4303.34912109375,0,0,0,784,8.36714886389406
4521326,1,1,35,1,5,2,1,1,1,1,0,1,48,1,58,8,5,5833.33349609375,0,0,0,1225,8.67134389914528
4521326,1,2,34,2,3,2,0,1,2,3,0,0,27,1,54,60,1,4148.14794921875,0,0,0,1156,8.33041723631671
4521327,1,1,27,1,6,2,1,3,1,1,0,1,36,1,44,30,5,4781.4990234375,0,0,0,729,8.47250937955189
4521327,1,2,30,2,6,2,0,3,1,2,0,1,30,1,13,81,5,19444.4453125,0,0,0,900,9.87531672021229
4521328,1,1,47,1,6,2,1,3,1,1,0,1,50,1,45,144,5,11200,0,0,0,2209,9.32366905728319
4521328,1,2,39,2,6,2,0,3,2,1,1,0,40,1,39,204,1,,0,0,0,1521,
4521330,1,1,46,1,4,2,1,3,2,3,1,0,48,1,81,120,1,,0,0,0,2116,
4521330,1,2,36,2,5,2,0,3,2,3,1,0,48,1,79,82,1,,0,0,0,1296,
4521331,1,1,61,1,3,2,0,1,2,3,0,0,40,1,45,0,2,1750,0,0,0,3721,7.46737106691756
4521331,1,2,37,3,4,2,1,1,2,3,0,0,60,1,81,0,2,2868.8994140625,0,0,0,1369,7.9616837557859
4521332,1,1,36,1,6,2,1,1,2,3,0,0,56,1,45,18,1,3073.82080078125,0,0,0,1296,8.03067662727285
4521332,1,2,22,2,5,2,0,1,2,,0,0,36,1,54,36,1,5185.18505859375,0,0,0,484,8.55356081117305
4521334,1,2,45,3,5,2,1,2,1,1,0,1,60,1,58,4,5,2868.8994140625,0,0,0,2025,7.9616837557859
4521335,1,1,42,1,3,2,1,2,1,1,0,1,130,1,98,36,2,,0,0,0,1764,
4521335,1,2,23,2,6,2,0,2,2,1,1,0,40,1,45,24,1,,0,0,0,529,
4521336,1,1,33,1,5,2,0,2,1,1,0,1,45,1,59,3,5,8296.2958984375,0,0,0,1089,9.02356441687665
4521336,1,3,64,5,3,2,1,2,2,3,1,0,63,1,41,240,3,,0,0,0,4096,
4521337,1,1,45,1,5,2,1,2,2,1,1,0,48,1,84,240,1,,0,0,0,2025,
4521337,1,2,44,2,5,2,0,2,1,1,0,1,48,1,33,180,4,3586.12426757812,0,0,0,1936,8.18482730710011
4521338,1,1,33,1,5,2,0,2,1,1,0,1,24,1,39,4,5,5347.22216796875,0,0,0,1089,8.58433248410776
4521338,1,2,39,2,4,2,1,2,2,1,1,0,24,1,98,60,2,,0,0,0,1521,
4521339,1,1,35,1,6,1,1,2,2,3,1,0,48,1,81,12,1,,0,0,0,1225,
4521340,1,1,42,1,5,2,0,3,1,1,0,1,48,1,39,1,5,3586.12426757812,0,0,0,1764,8.18482730710011
4521340,1,2,40,2,6,2,1,3,2,3,1,0,35,1,41,2,2,,0,0,0,1600,
4521342,1,1,24,1,4,2,1,1,1,1,0,1,84,1,42,6,5,2361.11108398438,0,0,0,576,7.76688758552738
4521342,1,2,27,2,3,2,0,1,2,1,1,0,36,1,55,24,1,,0,0,0,729,
4521343,1,1,48,1,3,2,0,3,2,1,1,0,48,1,55,360,1,,0,649191,0,2304,
4521343,1,2,22,3,6,2,0,3,1,1,0,1,48,1,33,24,4,4131.9443359375,0,0,0,484,8.32650335869126
4521343,2,3,58,3,5,2,1,3,2,3,1,0,40,1,37,18,1,,0,0,0,3364,
4521343,2,4,53,3,5,2,1,3,2,1,1,0,40,1,87,240,1,,0,0,0,2809,
4521343,2,5,23,4,6,2,1,3,1,1,0,1,48,1,44,30,3,,0,0,0,529,
4521343,2,6,73,5,1,2,1,3,2,3,1,0,12,1,45,18,1,,0,0,0,5329,
4521344,1,1,37,1,3,2,1,1,2,3,0,0,40,1,97,120,2,4083.33325195312,0,0,0,1369,8.31466890737492
4521344,1,2,36,2,1,2,0,1,2,3,1,0,25,1,79,3,1,,0,0,0,1296,
4521345,1,1,66,1,3,2,1,2,2,3,1,0,36,1,87,180,1,,0,0,0,4356,
4521345,1,2,47,2,3,2,0,2,2,3,0,0,56,1,54,36,2,2500,0,0,0,2209,7.82404601085629
4521346,1,1,26,1,6,2,1,1,2,,0,0,63,1,45,5,2,2962.962890625,0,0,0,676,7.99394502323763
4521346,1,2,23,2,5,2,0,1,2,,0,0,45,1,54,1,1,1037.03698730469,0,0,0,529,6.94412287519682
4521347,1,1,45,1,4,2,0,3,2,1,1,0,50,1,18,82,1,,0,0,0,2025,
4521347,1,2,27,3,5,2,1,3,2,3,1,0,50,1,18,36,1,,0,0,0,729,
4521347,1,3,25,3,6,2,0,3,1,1,0,1,40,1,11,36,4,4303.34912109375,0,0,0,625,8.36714886389406
4521348,1,1,26,1,5,2,1,1,2,,0,0,48,1,53,3,3,3888.88891601562,0,0,0,676,8.26587877011078
4521351,1,1,33,1,6,2,1,3,1,2,0,1,70,1,58,144,5,5666.66650390625,0,0,0,1089,8.64235630564782
4521351,1,2,30,2,6,2,0,3,1,1,0,1,48,1,11,18,5,4861.111328125,0,0,0,900,8.4890223590924
4521352,1,1,30,1,5,2,1,2,1,1,0,1,72,1,58,108,5,7129.62939453125,0,0,0,900,8.87201453373081
4521353,1,1,22,1,4,2,0,1,2,3,0,0,56,1,53,3,2,3750,0,0,0,484,8.22951111896446
4521353,1,4,25,5,4,2,1,1,2,,1,0,96,1,97,18,1,,0,0,0,625,
4521353,1,5,19,5,4,2,1,1,2,3,1,0,96,1,97,5,1,,0,0,0,361,
4521355,1,1,41,1,3,2,0,1,2,1,0,0,8,1,55,60,2,,0,8e+05,0,1681,
4521357,1,1,55,1,3,2,1,2,2,,1,0,48,1,95,36,1,,0,0,0,3025,
4521358,1,1,48,1,5,2,1,1,2,3,0,0,48,1,95,36,2,,0,0,0,2304,
4521358,1,2,35,2,5,2,0,1,2,3,1,0,48,1,79,36,1,,0,0,0,1225,
4521361,1,1,37,1,3,2,1,3,2,3,0,0,56,1,77,0,2,6250,0,0,0,1369,8.74033674273045
4521361,1,2,36,2,3,2,0,3,2,3,0,0,54,1,53,6,3,2160.49389648438,0,0,0,1296,7.67809213032027
4521362,1,1,40,1,5,1,0,2,2,3,1,0,18,1,5,8,1,,0,0,0,1600,
4521363,1,1,63,1,6,2,0,2,2,1,0,0,30,1,53,2,2,2488.88891601562,0,0,0,3969,7.81959167140604
4521363,1,2,32,3,6,2,1,2,2,,0,0,60,1,53,2,2,3500,0,0,0,1024,8.16051824747751
