directorio,secuencia_p,orden,age,parentesco,p6210,other_job,sex,estrato1,cotPension,regSalud,cuentaPropia,formal,hoursWorkUsual,ocu,oficio,firm_time,sizeFirm,wage,iof1,iof2,iof6
4737911,1,2,39,2,6,2,1,5,1,1,0,1,48,1,21,4,2,29166.666015625,0,0,0
4737911,1,1,36,1,6,2,0,5,1,1,0,1,40,1,2,132,5,25160.8346842705,0,0,0
4737912,1,3,26,3,6,2,0,2,1,1,0,1,45,1,70,14,5,4480,0,0,0
4737912,1,1,47,1,6,2,1,2,2,1,0,0,71,1,81,360,2,4306.22746155737,0,0,0
4737912,1,4,23,3,6,2,0,2,1,1,1,1,40,1,3,18,4,6660.66378118498,0,0,0
4737913,1,1,63,1,4,2,0,3,2,3,1,0,20,1,92,144,1,9513.57827005013,0,0,0
4737914,1,1,48,1,3,2,1,2,1,1,0,1,48,1,58,72,5,3797.7041015625,0,0,0
4737915,1,1,55,1,3,2,0,2,1,3,1,0,40,1,79,36,3,4959.9497957215,0,0,0
4737915,1,5,25,3,5,2,1,2,1,1,0,1,48,1,62,54,4,3797.7041015625,0,0,0
4737916,1,1,51,1,6,2,1,5,1,1,0,1,45,1,13,360,5,57037.03515625,0,0,2e+06
4737916,1,2,51,2,6,2,0,5,1,1,0,1,48,1,13,30,5,26736.111328125,0,0,0
4737916,1,5,62,6,4,2,0,5,1,1,0,1,65,1,54,17,1,2804.45849609375,0,0,0
4737917,1,1,45,1,6,2,1,5,2,1,0,0,48,1,51,36,4,21123.7964960112,0,0,0
4737917,1,5,26,3,6,2,0,5,2,1,0,0,16,1,53,8,4,2916.66674804688,0,0,0
4737917,1,2,41,2,6,2,0,5,2,1,0,0,48,1,33,36,4,19481.9887440469,0,0,0
4737917,1,6,30,9,6,2,0,5,2,,0,0,16,1,53,8,4,2916.66674804688,0,0,0
4737919,1,2,38,3,6,2,0,5,1,1,0,1,50,1,42,24,4,46666.66796875,0,0,0
4737919,1,3,38,9,6,2,1,5,1,1,0,1,45,1,21,7,3,10370.3701171875,0,0,0
4737920,1,1,24,1,4,2,1,2,1,1,0,1,48,1,84,42,5,5638.888671875,0,0,0
4737921,1,4,37,9,5,2,1,2,1,1,0,1,48,1,55,120,5,3797.7041015625,0,0,0
4737921,1,1,49,1,3,2,1,2,1,1,0,1,48,1,55,24,5,3797.7041015625,0,0,0
4737923,1,2,40,2,6,2,0,5,2,1,1,0,5,1,94,6,1,16888.1382490448,0,0,0
4737923,1,1,44,1,6,2,1,5,1,1,1,1,48,1,8,12,4,23901.0083908501,0,0,0
4737924,1,2,43,2,5,2,1,2,2,1,0,0,54,1,60,1,2,2103.25594313058,0,0,0
4737924,1,1,26,1,5,2,0,2,2,1,1,0,20,1,54,8,1,2922.26039024273,0,0,0
4737925,1,2,53,2,3,2,0,2,2,3,0,0,10,1,54,2,1,2333.33325195312,0,0,0
4737925,1,1,56,1,6,1,1,2,2,1,1,0,40,1,94,360,1,6727.41645068228,0,0,0
4737926,1,2,29,3,5,2,1,2,1,1,0,1,48,1,45,5,5,4861.111328125,0,0,0
4737926,1,3,33,3,4,2,1,2,1,1,0,1,48,1,95,24,5,4375,0,0,0
4737926,1,5,36,3,6,2,0,2,1,1,0,1,48,1,45,3,5,7291.66650390625,0,0,0
4737926,1,10,45,5,5,2,1,2,1,1,0,1,60,1,53,12,5,3038.16333007812,0,0,450000
4737929,1,1,24,1,5,2,1,3,2,3,0,0,60,1,45,72,2,3888.88891601562,0,0,0
4737929,1,2,25,2,6,2,0,3,2,3,0,0,36,1,45,21,2,4407.4072265625,0,0,0
4737930,1,1,45,1,4,2,1,3,2,3,1,0,56,1,77,72,2,7643.15543856036,0,0,0
4737931,1,1,42,1,5,2,1,2,2,1,1,0,36,1,98,1,5,5928.47114529217,0,0,0
4737931,1,2,41,2,5,2,0,2,2,1,1,0,8,1,45,5,1,4844.54899983152,0,0,0
4737932,1,2,38,2,3,2,0,2,2,3,0,0,24,1,55,15,4,6805.5556640625,0,0,0
4737932,1,1,53,1,6,2,1,2,2,3,1,0,36,1,95,8,1,4572.05386228462,0,0,0
4737933,1,3,46,3,5,2,0,3,1,1,0,1,60,1,56,7,3,3111.11108398438,0,0,0
4737935,1,1,63,1,1,2,1,2,2,3,1,0,70,1,45,120,2,2454.09882082882,0,0,0
4737935,1,3,28,3,6,2,1,2,1,1,0,1,48,1,59,60,5,4861.111328125,0,0,0
4737935,1,4,24,3,5,2,1,2,2,3,1,0,60,1,45,48,2,1977.58254170629,0,0,0
4737936,1,1,53,1,6,2,1,3,2,1,0,0,60,1,79,144,2,8443.44860683176,0,0,0
4737936,1,2,53,2,5,2,0,3,2,1,0,0,60,1,79,144,2,5227.53819570397,0,0,0
4737936,1,3,23,3,6,2,0,3,1,1,0,1,42,1,33,18,5,6666.66650390625,0,0,0
4737938,1,1,51,1,5,2,1,2,2,3,1,0,48,1,79,72,1,3862.17490040313,0,0,0
4737940,1,2,29,3,6,2,0,3,1,1,1,1,60,1,21,12,5,10360.1572986501,0,0,0
4737941,1,3,31,5,4,2,0,3,2,,0,0,60,1,45,2,2,3500,0,0,0
4737942,1,1,34,1,6,1,0,3,2,1,0,0,55,1,59,5,4,6787.87890625,0,0,0
4737942,1,2,31,2,6,1,1,3,1,1,0,1,48,1,97,36,5,4618.0556640625,0,0,0
4737943,1,1,45,1,4,2,1,2,2,3,0,0,48,1,85,1,2,7777.77783203125,0,0,0
4737943,1,2,52,2,4,2,0,2,2,1,1,0,12,1,75,6,1,2615.21049909071,0,0,0
4737943,1,6,48,9,5,2,1,2,1,1,0,1,45,1,84,0,5,4666.66650390625,0,0,0
4737944,1,2,46,3,3,2,0,2,2,3,1,0,20,1,54,193,1,4691.2528925913,0,0,0
4737945,1,1,60,1,1,2,0,2,2,3,1,0,48,1,54,192,1,1935.97121847719,0,0,0
4737945,1,5,38,9,6,2,1,2,2,3,1,0,84,1,45,1,5,1882.63307663967,0,0,0
4737946,1,1,56,1,5,2,1,3,1,1,0,1,60,1,58,36,2,4394.4443359375,0,0,0
4737946,1,2,46,2,6,2,0,3,1,1,0,1,48,1,54,10,2,4861.111328125,0,0,0
4737947,1,2,46,2,5,2,0,3,1,1,0,1,45,1,97,96,5,4381.4814453125,0,0,6e+05
4737947,1,1,45,1,5,2,1,3,1,1,0,1,48,1,92,240,5,11812.5,0,0,0
4737948,1,4,47,3,5,2,0,3,1,1,0,1,48,1,94,144,5,3797.7041015625,0,0,0
4737948,1,3,52,3,6,2,0,3,2,1,0,0,48,1,59,132,4,4861.111328125,0,0,0
4737949,1,1,34,1,6,2,1,3,2,3,1,0,40,1,43,72,1,11048.7927581574,0,0,0
4737949,1,2,25,5,5,2,1,3,1,1,0,1,48,1,98,27,5,3797.7041015625,0,0,0
4737950,1,2,58,3,6,2,0,3,1,1,0,1,48,1,39,240,5,12638.888671875,0,0,1400000
4737951,1,1,35,1,6,2,1,3,1,1,0,1,48,1,55,120,4,3797.7041015625,0,0,0
4737951,1,2,47,2,6,2,0,3,1,1,0,1,48,1,3,96,4,4375,0,0,0
4737952,1,2,45,2,3,2,1,3,2,1,1,0,45,1,41,24,2,7348.44467071293,0,0,0
4737952,1,1,39,1,4,2,0,3,2,1,1,0,39,1,45,8,2,7067.80876205268,0,0,0
4737953,1,1,39,1,5,2,1,3,1,1,0,1,48,1,95,3,5,7291.66650390625,0,0,0
4737953,1,2,41,2,5,2,0,3,1,1,0,1,48,1,54,165,1,3888.88891601562,0,0,0
4737955,1,1,26,1,6,1,0,3,1,1,0,1,48,1,11,36,5,19580.5546875,0,0,0
4737955,1,2,26,5,6,2,1,3,1,1,0,1,48,1,2,7,4,6805.5556640625,0,0,0
4737956,1,2,25,3,5,2,0,3,1,1,0,1,48,1,38,7,5,4277.77783203125,0,0,0
4737956,1,1,56,1,5,2,0,3,1,1,0,1,50,1,54,72,1,3266.66674804688,0,0,0
4737957,1,3,29,3,5,2,0,2,1,1,0,1,55,1,55,24,4,3314.36010742188,0,0,0
4737959,1,1,61,1,4,2,1,3,2,1,0,0,40,1,93,108,2,8267.27544018429,0,0,0
4737960,1,3,27,3,6,2,0,3,1,1,0,1,48,1,19,72,5,7291.66650390625,0,0,0
4737960,1,1,47,1,6,2,1,3,1,2,0,1,60,1,58,288,5,8555.5556640625,0,0,0
4737962,1,2,25,2,5,2,0,2,1,1,0,1,50,1,39,7,5,3645.7958984375,0,0,0
4737963,1,2,52,2,3,2,1,3,1,1,0,1,48,1,97,4,4,4861.111328125,0,0,0
4737964,1,2,42,2,6,2,0,3,2,1,1,0,48,1,21,132,2,13648.8072578047,8666.66666666667,0,950000
4737964,1,1,51,1,6,2,1,3,1,1,1,1,48,1,3,132,2,14354.1257471507,0,0,0
4737965,1,2,24,2,5,1,0,2,2,1,1,0,48,1,38,5,1,504.774479832349,0,0,0
4737965,1,1,40,1,3,2,1,2,2,1,0,0,70,1,45,240,2,2390.47080762309,0,0,0
4737966,1,1,50,1,4,2,1,3,1,1,0,1,48,1,95,36,4,5347.22216796875,0,0,0
4737967,1,3,19,3,5,2,1,1,2,1,1,0,6,1,45,9,1,226.575619139151,0,0,0
4737967,1,1,45,1,3,2,1,1,1,1,0,1,48,1,55,24,5,3797.7041015625,0,0,0
4737968,1,1,27,1,5,2,1,3,2,,0,0,60,1,53,12,4,3500,0,0,0
4737969,1,2,32,2,6,2,0,3,1,1,0,1,53,1,33,96,5,5723.2705078125,0,0,0
4737969,1,1,32,1,6,2,1,3,1,1,0,1,65,1,21,120,3,11464.1048182948,0,0,0
4737970,1,1,41,1,6,2,1,3,1,1,0,1,48,1,45,12,5,5833.33349609375,0,0,0
4737970,1,2,32,2,5,2,0,3,1,1,0,1,40,1,45,24,5,10500,0,0,0
4737971,1,2,39,2,4,2,1,2,1,1,0,1,48,1,99,7,5,3797.7041015625,0,0,0
4737971,1,1,34,1,3,2,0,2,1,1,0,1,48,1,53,30,5,4861.111328125,0,0,0
4737972,1,1,29,1,6,2,0,3,1,2,0,1,60,1,58,48,5,5833.33349609375,0,0,0
4737973,1,1,48,1,5,2,1,3,2,,0,0,67,1,98,30,2,3134.32836914062,0,0,0
4737974,1,1,25,1,6,2,0,3,1,1,0,1,48,1,32,36,5,8750,0,0,0
4737975,1,1,46,1,3,2,1,2,1,1,0,1,63,1,99,12,5,2893.48876953125,0,0,0
4737976,1,1,42,1,6,2,0,3,1,1,0,1,48,1,13,9,2,3797.7041015625,0,0,0
4737978,1,3,25,3,5,2,0,2,1,1,0,1,60,1,80,72,5,4277.77783203125,0,0,0
4737978,1,1,42,1,4,2,1,2,2,1,1,0,54,1,84,2,2,608.122881479847,0,0,0
4737979,1,1,33,1,4,2,0,2,2,3,1,0,6,1,55,12,1,5435.72764505112,0,0,0
4737980,1,1,39,1,6,1,1,3,2,1,1,0,25,1,15,72,1,13483.263637979,0,0,0
4737982,1,2,28,2,5,2,0,1,1,1,0,1,50,1,58,16,4,3645.7958984375,0,0,0
4737984,1,1,52,1,3,2,1,1,2,3,1,0,16,1,41,12,1,2615.97435709784,0,0,0
4737984,1,2,50,2,4,2,0,1,2,3,1,0,28,1,45,60,1,1736.30881330027,0,0,450000
4737984,1,3,26,3,5,2,0,1,1,1,0,1,48,1,58,12,5,4131.9443359375,0,0,0
4737985,1,1,34,1,5,2,1,3,1,2,0,1,48,1,58,190,5,10208.3330078125,0,0,0
4737985,1,2,34,2,6,2,0,3,1,1,1,1,48,1,19,106,1,8684.37704071546,0,0,0
4737986,1,1,38,1,6,2,0,3,1,1,1,1,40,1,11,36,1,10240.9385642477,0,0,0
4737986,1,2,44,5,6,2,1,3,1,1,0,1,48,1,11,180,5,19444.4453125,0,0,0
4737987,1,1,54,1,3,2,0,2,1,1,0,1,48,1,90,240,5,3888.88891601562,0,0,0
4737987,1,2,32,3,5,2,0,2,1,1,0,1,48,1,97,36,5,3797.7041015625,0,0,0
4737988,1,2,24,2,5,2,0,1,2,3,0,0,12,1,45,12,2,2916.66674804688,0,0,0
4737989,1,1,43,1,6,2,0,3,1,1,1,1,48,1,2,1,5,14392.9347559366,0,0,0
4737989,1,2,37,2,6,2,1,3,1,1,0,1,48,1,2,5,5,26736.111328125,0,0,0
4737990,1,2,45,2,6,2,0,2,1,1,0,1,48,1,32,48,5,5833.33349609375,0,0,0
4737991,1,1,29,1,6,2,1,2,1,1,0,1,96,1,58,90,5,3019.84619140625,0,0,6e+05
4737992,1,1,32,1,6,2,0,3,1,1,0,1,45,1,15,24,5,20740.740234375,0,0,0
4737992,1,2,39,2,6,2,1,3,1,1,0,1,40,1,45,8,5,29166.666015625,0,0,0
4737993,1,1,52,1,4,2,1,3,2,3,1,0,24,1,85,120,1,10296.7557291224,0,0,0
4737993,1,2,48,2,5,2,0,3,2,3,0,0,48,1,79,12,2,2916.66674804688,0,0,0
4737995,1,1,61,1,3,2,0,2,3,1,0,1,48,1,54,216,1,3797.7041015625,0,687492,0
4737995,1,2,28,3,5,2,0,2,2,3,0,0,24,1,19,3,2,4083.33325195312,0,0,0
4737996,1,1,51,1,5,2,1,2,1,1,0,1,48,1,58,60,5,3888.88891601562,0,0,0
4737998,1,3,39,3,6,2,1,3,1,1,0,1,50,1,12,120,5,14817.7968940608,0,0,0
4737998,1,4,37,3,5,2,1,3,1,1,0,1,40,1,98,96,5,9554.43558317276,0,0,0
4737998,1,5,24,3,6,2,0,3,1,1,1,1,40,1,12,24,2,8169.82168066731,0,0,0
4737999,1,2,32,2,6,2,1,3,1,1,0,1,52,1,2,3,5,15705.1279296875,0,0,0
4737999,1,1,32,1,6,1,1,3,1,1,0,1,40,1,21,8,4,40833.33203125,0,0,0
4738000,1,1,60,1,4,2,0,2,2,1,1,0,10,1,57,36,1,5276.68210840263,0,0,0
4738001,1,1,52,1,6,1,0,3,1,1,0,1,48,1,7,228,5,17500,0,0,0
4738002,1,1,54,1,4,1,0,3,1,1,0,1,66,1,79,14,2,2761.96655273438,0,0,0
4738002,1,2,26,3,6,2,0,3,1,1,1,1,40,1,13,60,3,10910.430489619,0,0,0
4738003,1,1,40,1,5,2,0,2,1,1,0,1,48,1,55,60,4,3797.7041015625,0,0,0
4738004,1,1,37,1,6,2,1,3,1,1,0,1,55,1,45,65,5,40274.796875,0,0,0
4738004,1,2,34,2,6,1,0,3,1,1,0,1,18,1,13,3,5,16199.3034809843,0,0,0
4738004,1,4,27,6,6,2,0,3,1,1,0,1,60,1,54,4,1,3038.16333007812,0,0,0
4738005,1,1,42,1,6,2,1,3,2,1,1,0,48,1,86,120,1,7302.2508076887,0,0,0
4738005,1,2,33,2,5,2,0,3,2,1,1,0,35,1,3,48,1,8814.1818236512,0,0,0
4738006,1,1,48,1,4,2,0,1,2,3,0,0,48,1,54,36,1,2916.66674804688,0,0,0
4738006,1,2,30,3,5,2,1,1,1,1,0,1,48,1,98,12,5,3797.7041015625,0,0,250000
4738007,1,2,32,3,6,2,1,2,1,1,0,1,40,1,33,120,5,13416.6669921875,0,0,530000
4738007,1,1,56,1,6,2,0,2,2,1,1,0,49,1,41,240,1,5394.61900810857,0,0,0
4738009,1,1,44,1,4,2,1,3,2,1,1,0,60,1,45,240,1,7919.78979506485,0,0,0
4738009,1,2,19,3,6,2,0,3,2,1,0,0,24,1,33,18,3,4861.111328125,0,0,0
4738010,1,2,76,2,3,2,0,2,2,1,1,0,25,1,79,120,1,3617.65177140471,0,350000,0
4738010,1,1,56,1,1,2,1,2,2,1,1,0,40,1,79,120,1,711.502076573198,0,0,0
4738012,1,1,46,1,3,2,1,2,2,3,0,0,48,1,81,3,2,4131.9443359375,0,0,0
4738013,1,1,61,1,6,2,0,3,1,1,0,1,48,1,2,60,5,24305.5546875,0,0,0
4738013,1,2,28,3,6,2,0,3,1,1,1,1,12,1,94,1,1,6676.27805528682,0,0,0
4738014,1,1,21,1,5,2,1,2,1,1,0,1,48,1,77,10,5,3797.7041015625,0,0,0
4738016,1,1,24,1,4,2,1,3,2,1,1,0,48,1,87,5,3,5714.20907347273,0,0,0
4738016,1,2,23,2,5,2,0,3,2,1,0,0,60,1,57,3,2,1944.44445800781,0,0,0
4738016,2,1,44,1,5,2,1,3,2,,0,0,48,1,45,9,5,2430.5556640625,0,0,0
4738016,2,2,35,2,5,2,0,3,2,,0,0,48,1,53,6,3,3888.88891601562,0,0,0
4738017,1,1,34,1,6,2,0,2,1,1,0,1,50,1,34,10,5,3835.01538085938,0,0,0
4738018,1,1,50,1,5,2,1,2,1,1,0,1,50,1,97,168,5,5600,0,0,0
4738018,1,3,27,3,5,2,0,2,1,1,0,1,48,1,39,1,5,3797.7041015625,0,0,0
4738019,1,1,53,1,6,2,0,2,1,1,1,1,72,1,56,300,1,3232.5482046914,0,0,0
4738019,1,2,28,3,6,2,0,2,2,3,0,0,70,1,33,7,3,1750,0,0,0
4738019,1,3,25,3,5,2,1,2,1,1,0,1,48,1,97,48,5,3797.7041015625,0,0,0
4738019,1,5,44,5,3,2,1,2,1,1,0,1,45,1,95,1,5,4050.88452148438,0,0,0
4738022,1,1,37,1,6,2,1,3,1,1,0,1,40,1,2,84,5,23333.333984375,0,0,0
4738022,1,2,31,2,6,2,0,3,1,1,0,1,40,1,30,42,5,20416.666015625,4166.66666666667,0,0
4738023,1,1,32,1,5,2,1,2,1,1,0,1,48,1,97,10,5,3797.7041015625,0,0,0
4738023,1,2,28,2,4,2,0,2,1,1,0,1,48,1,53,12,2,3500,0,0,0
4738025,1,1,50,1,5,1,0,2,2,3,1,0,40,1,79,300,1,5578.34342215317,0,0,0
4738026,1,1,49,1,6,2,0,3,1,1,0,1,48,1,9,348,5,17639.9697064112,0,0,0
4738027,1,1,65,1,4,2,1,3,2,3,1,0,48,1,79,48,3,10468.8528099488,0,0,0
4738027,1,2,61,2,4,2,0,3,2,3,0,0,54,1,53,36,2,3888.88891601562,0,0,0
4738031,1,1,55,1,5,2,0,2,2,1,1,0,84,1,41,360,1,1977.57354618605,0,0,0
4738033,1,2,19,3,6,2,0,2,1,1,0,1,38,1,33,14,5,4236.84228515625,0,0,0
4738033,1,1,34,1,6,1,0,2,1,2,0,1,30,1,13,96,5,12694.6225181261,0,0,0
4738034,1,1,36,1,6,2,0,1,1,1,0,1,49,1,55,6,5,3720.19995117188,0,0,0
4738035,1,2,57,2,5,2,1,4,1,1,0,1,48,1,43,12,5,19444.4453125,0,0,0
4738035,1,1,52,1,6,2,0,4,1,1,0,1,48,1,11,132,5,19444.4453125,0,0,0
4738041,1,1,55,1,4,2,1,3,1,1,0,1,48,1,90,240,4,4375,0,0,0
4738041,1,2,49,2,5,2,0,3,1,1,0,1,48,1,79,24,3,3888.88891601562,0,0,0
4738041,1,3,21,3,6,2,0,3,1,1,0,1,48,1,33,5,3,3888.88891601562,0,0,0
4738042,1,1,45,1,3,2,1,2,2,3,1,0,48,1,97,36,1,533.41471697186,0,0,0
4738043,1,1,46,1,1,2,0,2,2,3,1,0,4,1,79,6,2,3713.46139152043,0,0,0
4738043,1,2,59,2,3,2,1,2,1,1,0,1,48,1,58,24,5,3797.7041015625,0,0,0
4738045,1,1,47,1,5,2,0,3,1,1,0,1,48,1,54,36,1,3888.88891601562,0,0,0
4738045,1,2,24,3,6,2,0,3,1,1,1,1,50,1,59,24,5,9127.6358741284,0,0,0
4738045,1,4,23,3,6,2,1,3,1,1,1,1,70,1,59,28,5,7902.95209256233,0,0,0
4738046,1,1,49,1,5,2,1,2,1,3,1,0,50,1,59,120,1,6523.46164656608,0,0,0
4738047,1,1,48,1,6,2,1,3,1,1,0,1,48,1,37,12,5,14563.5747594304,833.333333333333,0,0
4738047,1,3,30,3,6,2,1,3,1,1,0,1,48,1,39,20,5,8750,0,0,0
4738050,1,1,34,1,6,2,1,3,1,1,0,1,48,1,30,60,4,8263.888671875,0,0,0
4738051,1,1,75,1,3,2,1,3,2,3,0,0,40,1,93,1,2,2916.66674804688,0,0,0
4738052,1,1,28,1,5,2,0,2,2,3,0,0,48,1,45,24,2,3402.77783203125,0,0,0
4738055,1,1,39,1,5,2,1,3,2,3,0,0,48,1,16,36,2,7291.66650390625,0,0,0
4738055,1,2,32,2,6,2,0,3,2,3,0,0,48,1,41,36,2,8596.12623625519,0,0,0
4738056,1,1,46,1,5,2,1,3,1,1,1,1,48,1,39,48,5,13852.8729428935,0,0,0
4738056,1,2,30,2,6,2,0,3,1,1,0,1,48,1,33,30,5,8750,0,0,0
4738057,1,1,36,1,6,2,1,3,1,1,0,1,40,1,9,84,2,13515.4309888011,0,0,0
4738058,1,3,20,3,6,2,0,3,2,1,0,0,20,1,45,18,2,2800,0,0,0
4738058,1,2,24,3,6,2,0,3,2,1,0,0,32,1,59,1,2,5833.33349609375,0,0,0
4738059,1,2,25,3,5,2,0,2,1,1,0,1,72,1,33,6,5,2531.802734375,0,0,0
4738059,1,1,43,1,5,2,1,2,2,1,1,0,72,1,95,200,1,3825.8392836637,0,0,1e+06
4738059,1,3,27,5,5,2,1,2,1,1,0,1,48,1,37,36,5,3797.7041015625,0,0,0
4738060,1,2,22,2,5,2,0,3,2,3,0,0,68,1,21,5,2,2573.529296875,0,0,0
4738064,1,1,34,1,6,2,0,3,2,3,1,0,40,1,79,120,1,7817.17861555596,0,0,0
4738066,1,1,31,1,6,2,1,3,1,1,0,1,50,1,11,30,5,14700,0,0,0
4738066,1,2,26,2,6,2,0,3,1,1,0,1,40,1,19,18,5,7000,0,0,0
4738067,1,1,54,1,6,2,0,3,1,1,0,1,48,1,57,12,2,4861.111328125,0,0,0
4738068,1,1,57,1,5,2,1,3,2,3,1,0,65,1,98,48,1,5716.27347469459,0,0,0
4738068,1,2,26,3,5,2,1,3,2,3,1,0,60,1,97,96,1,3906.78293366455,0,0,0
4738069,1,1,57,1,4,2,1,2,1,1,0,1,48,1,81,48,3,3797.7041015625,0,0,0
4738069,1,3,37,3,6,2,0,2,1,1,0,1,48,1,97,2,5,3797.7041015625,0,0,0
4738070,1,1,25,1,6,2,1,2,1,1,0,1,40,1,15,48,4,4557.2451171875,0,0,0
4738070,1,2,26,2,6,2,0,2,1,1,0,1,48,1,19,28,4,7048.611328125,0,0,0
4738073,1,1,54,1,3,2,1,3,1,1,1,1,70,1,98,60,1,2714.17673871762,0,0,0
4741435,1,1,32,1,5,2,1,1,1,2,0,1,112,1,58,168,5,2604.7646484375,0,0,0
4741436,1,1,26,1,3,2,1,2,2,1,0,0,48,1,97,36,2,3797.7041015625,0,0,0
4741436,1,2,29,2,6,2,0,2,2,1,1,0,60,1,41,120,1,805.419565440601,0,0,0
4741437,1,1,50,1,5,2,0,3,1,1,0,1,48,1,45,2,4,3797.7041015625,0,0,0
4741437,1,2,25,3,5,2,1,3,2,,0,0,48,1,41,12,3,4375,0,0,0
4741437,1,5,42,5,6,2,1,3,2,3,1,0,48,1,44,240,1,9427.9256957722,0,0,0
4741438,1,1,35,1,5,2,1,2,1,1,0,1,48,1,53,108,5,6319.4443359375,0,0,0
4741438,1,2,40,2,6,2,0,2,1,1,0,1,48,1,11,84,4,10694.4443359375,0,0,0
4741439,1,3,30,3,6,2,1,2,1,1,0,1,48,1,8,36,5,4180.5556640625,0,0,0
4741699,1,1,39,1,6,1,0,3,1,1,0,1,50,1,13,9,5,8866.6669921875,0,0,0
4741699,1,2,19,3,6,2,0,3,2,1,1,0,20,1,54,6,1,6869.88940399012,0,0,0
4742684,1,2,37,2,6,2,0,3,1,1,0,1,40,1,45,132,5,29166.666015625,0,0,8e+05
4742684,1,1,42,1,6,2,1,3,1,1,0,1,40,1,13,120,5,23333.333984375,0,0,0
4742685,1,3,25,3,6,2,1,3,1,1,0,1,48,1,2,5,4,6805.5556640625,0,0,0
4742685,1,2,63,2,5,2,1,3,1,1,1,1,70,1,41,240,1,14776.1979748725,0,0,1400000
4742685,1,4,21,3,6,2,1,3,1,1,0,1,48,1,3,6,5,3801.38891601562,0,0,0
4742686,1,1,67,1,3,2,1,2,1,1,0,1,48,1,55,7,5,3797.7041015625,0,0,0
4742827,1,1,53,1,5,2,0,3,1,1,0,1,48,1,58,5,5,5347.22216796875,0,0,0
4744374,1,2,54,3,3,2,1,3,2,3,1,0,48,1,93,12,2,5763.42502451345,0,0,0
4744375,1,1,41,1,6,2,1,4,1,1,0,1,50,1,11,60,3,23100,0,0,1180000
4744375,1,2,42,2,6,2,0,4,1,1,0,1,55,1,11,60,5,25717.2054090571,0,0,2e+06
4744376,1,3,32,3,6,2,0,4,1,1,1,1,45,1,15,24,5,16718.2298675477,0,0,0
4744377,1,3,31,6,6,2,0,3,1,1,0,1,40,1,54,12,1,4375,0,0,0
4744379,1,2,53,2,4,2,0,3,2,1,0,0,16,1,54,1,1,3645.83325195312,0,0,0
4744379,1,3,31,3,6,2,0,3,1,1,0,1,48,1,44,42,5,5979.16650390625,0,0,0
4744379,1,5,25,3,6,2,1,3,1,1,0,1,48,1,33,63,5,14583.3330078125,0,0,0
4744380,1,2,51,2,5,2,0,3,1,1,1,1,18,1,45,48,1,10051.1364334648,0,0,0
4744380,1,1,53,1,6,2,1,3,1,1,0,1,48,1,2,10,4,3797.7041015625,0,0,0
4744380,1,3,23,3,6,2,0,3,2,1,0,0,50,1,3,3,5,3645.7958984375,0,0,0
4744381,1,2,41,2,6,2,0,4,1,1,0,1,40,1,21,24,5,58333.33203125,0,0,0
4744381,1,1,36,1,6,1,1,4,1,1,0,1,40,1,16,18,5,16333.3330078125,0,0,0
4744382,1,4,26,5,6,2,0,3,1,1,0,1,48,1,39,2,5,3888.88891601562,0,0,0
4744382,1,2,28,3,6,2,1,3,1,1,1,1,20,1,6,24,3,14880.7115946608,0,0,0
4744383,1,1,31,1,5,2,0,3,1,1,0,1,48,1,55,6,3,3797.7041015625,0,0,0
4744383,1,5,35,5,3,2,1,3,2,,0,0,35,1,54,24,1,666.666687011719,0,0,0
4744383,1,2,30,2,4,2,1,3,1,1,0,1,48,1,95,94,5,5833.33349609375,0,0,0
4744384,1,3,47,3,4,2,0,3,1,1,0,1,48,1,54,16,1,3888.88891601562,0,0,0
4744384,1,5,46,3,6,2,0,3,1,1,0,1,48,1,33,156,5,14583.3330078125,0,0,0
4744384,1,6,47,9,6,2,1,3,1,1,0,1,70,1,21,120,2,6327.55658400203,0,0,0
4744385,1,1,52,1,6,2,0,4,2,,0,0,8,1,34,6,2,14583.3330078125,0,0,0
4744385,1,2,21,3,6,2,0,4,1,1,0,1,60,1,38,3,5,5055.5556640625,0,0,0
4744386,1,1,26,1,5,2,1,2,1,1,0,1,48,1,84,36,5,5201.388671875,0,0,0
4744387,1,2,47,2,6,2,0,2,2,2,1,0,40,1,45,60,1,3924.71361962941,0,0,0
4744387,1,1,51,1,6,2,1,2,3,2,0,1,40,1,12,72,2,13618.8932386714,0,2400000,0
4744388,1,2,62,2,6,2,0,4,1,1,0,1,48,1,21,120,5,19464.6393926368,0,0,0
4744388,1,1,50,1,6,2,1,4,1,1,1,1,15,1,11,3,1,19528.1907886662,0,0,0
4744389,1,1,58,1,3,2,1,2,2,3,1,0,70,1,45,208,2,4633.8518762819,0,0,0
4744389,1,2,59,2,3,2,0,2,2,3,0,0,60,1,45,208,2,3345.57018641712,0,0,0
4744390,1,1,56,1,6,2,1,3,1,1,0,1,60,1,2,240,5,12833.3330078125,0,0,5e+05
4744390,1,3,28,3,6,2,0,3,1,1,1,1,55,1,2,8,5,11442.711831216,0,0,0
4744390,1,4,26,3,6,2,1,3,1,1,1,1,50,1,2,2,5,13088.0032491046,0,0,0
4744391,1,2,37,2,6,2,0,3,1,1,1,1,48,1,39,120,5,12427.1866968635,0,0,0
4744391,1,1,33,1,6,2,1,3,1,1,0,1,52,1,6,84,5,13461.5380859375,0,0,0
4744392,1,2,54,2,6,1,0,4,1,1,0,1,40,1,7,240,5,15750,0,0,0
