directorio,secuencia_p,orden,age,parentesco,p6210,other_job,sex,estrato1,cotPension,regSalud,cuentaPropia,formal,hoursWorkUsual,ocu,oficio,firm_time,sizeFirm,wage,iof1,iof2,iof6
4540604,1,4,26,3,6,2,0,3,1,1,0,1,48,1,13,1,4,9578.28590233098,0,0,0
4540605,1,2,32,3,5,2,1,3,2,1,1,0,60,1,98,156,1,3046.58509528918,0,0,0
4540606,1,1,49,1,6,2,0,3,1,1,0,1,40,1,19,120,5,7583.33349609375,0,0,0
4540606,1,2,52,2,4,2,1,3,2,1,1,0,48,1,41,72,1,7327.00223923052,0,0,0
4540607,1,2,25,3,6,2,1,1,1,1,0,1,48,1,37,12,4,3797.7041015625,0,0,0
4540609,1,2,38,2,6,1,0,4,1,1,0,1,40,1,39,48,5,18083.333984375,0,0,0
4540610,1,1,48,1,6,2,0,4,1,1,0,1,48,1,45,5,4,7291.66650390625,0,0,0
4540611,1,1,54,1,3,2,0,3,1,1,0,1,48,1,55,120,5,3797.7041015625,0,0,0
4540612,1,4,25,4,6,2,0,4,1,1,1,1,48,1,12,1,5,14963.4912570514,0,0,0
4540613,1,3,26,3,5,2,1,3,2,1,1,0,60,1,98,56,1,1343.40372305095,0,0,0
4540615,1,2,36,3,6,2,0,3,1,1,0,1,48,1,42,48,5,9722.22265625,0,0,0
4540616,1,1,48,1,5,2,0,3,1,1,0,1,48,1,55,36,5,3797.7041015625,0,0,0
4540617,1,1,47,1,6,2,1,3,2,1,1,0,30,1,41,72,1,11253.8840565892,0,0,0
4540620,1,1,28,1,5,2,1,3,1,1,0,1,72,1,58,18,5,4861.111328125,0,0,0
4540621,1,1,52,1,4,2,1,3,1,1,0,1,48,1,98,48,5,3797.7041015625,0,0,0
4540622,1,1,50,1,5,2,0,3,1,1,0,1,48,1,79,132,5,3797.7041015625,0,0,0
4540625,1,1,56,1,3,2,0,3,2,1,1,0,24,1,54,360,1,10265.1791699699,0,0,0
4540626,1,1,26,1,6,2,0,3,1,1,0,1,40,1,13,4,4,4557.2451171875,0,0,0
4540627,1,1,45,1,6,2,1,3,1,1,0,1,48,1,38,2,5,5347.22216796875,0,0,0
4540628,1,1,73,1,3,2,1,3,2,3,1,0,24,1,93,94,1,9777.5307301538,0,0,0
4540630,1,2,37,3,6,2,0,2,1,1,0,1,40,1,54,48,4,5833.33349609375,0,0,0
4540631,1,1,57,1,4,2,1,3,2,3,1,0,7,1,85,180,1,12679.8499345591,0,0,0
4540632,1,1,31,1,5,2,0,2,1,1,0,1,60,1,45,12,3,3500,0,0,0
4540632,1,2,30,2,5,2,1,2,1,1,0,1,48,1,39,1,3,5833.33349609375,0,0,0
4540633,1,1,61,1,3,2,1,2,2,3,1,0,20,1,41,360,1,10308.1250185324,0,0,0
4540634,1,1,72,1,3,2,1,2,2,3,0,0,32,1,95,5,2,1458.33337402344,0,0,0
4540634,1,3,44,3,5,2,0,2,2,1,0,0,48,1,45,96,3,3797.7041015625,0,0,0
4540634,1,4,21,4,5,2,1,2,2,1,0,0,40,1,44,1,5,4557.2451171875,0,0,0
4540635,1,1,71,1,3,2,0,2,2,3,0,0,49,1,21,380,2,8587.98637068368,0,0,0
4540635,1,3,72,5,3,2,1,2,2,3,0,0,56,1,21,380,2,8645.28179010984,0,0,250000
4540638,1,1,66,1,3,2,0,2,2,1,1,0,91,1,41,228,1,3794.30688963028,0,687492,8e+05
4540638,1,2,35,3,6,2,1,2,1,2,0,1,30,1,13,0,5,13222.22265625,0,0,0
4540639,1,1,66,1,6,2,1,3,2,1,1,0,40,1,12,60,1,12824.0662016456,0,0,0
4540640,1,2,26,3,5,2,1,2,1,1,0,1,48,1,83,12,2,3888.88891601562,0,0,0
4540642,1,1,59,1,4,2,1,2,2,1,1,0,35,1,93,120,1,6522.01986818001,0,0,9e+05
4540643,1,1,59,1,4,2,1,3,1,1,0,1,48,1,58,180,3,3797.7041015625,0,0,0
4540643,1,2,47,5,5,2,0,3,2,1,0,0,40,1,45,24,2,4557.2451171875,0,0,0
4540644,1,2,50,2,3,2,1,2,2,3,1,0,60,1,84,240,1,1252.93094594584,0,0,0
4540645,1,1,27,1,5,2,1,2,1,1,0,1,72,1,58,1,5,3500,0,0,0
4540645,1,2,23,2,4,2,0,2,2,3,0,0,57,1,45,10,2,3684.21044921875,0,0,0
4540645,1,4,28,5,6,2,0,2,1,1,0,1,40,1,55,5,5,4900,0,0,0
4540647,1,1,70,1,3,2,1,2,2,1,0,0,48,1,45,48,4,3888.88891601562,0,0,0
4540647,1,2,23,3,6,2,0,2,1,1,0,1,48,1,39,12,4,5833.33349609375,0,0,0
4540648,1,1,28,1,6,2,1,2,1,1,0,1,48,1,21,1,5,8750,0,0,0
4540648,1,5,26,5,5,2,1,2,1,1,0,1,48,1,34,30,5,4375,0,0,0
4540650,1,1,32,1,5,2,1,2,1,1,0,1,70,1,98,72,5,3500,0,0,0
4540650,1,2,38,2,5,2,0,2,1,1,0,1,48,1,39,34,5,5055.5556640625,0,0,0
4540651,1,1,31,1,3,2,1,2,1,1,0,1,48,1,95,24,4,7291.66650390625,0,0,0
4540651,1,2,36,2,3,2,0,2,2,1,1,0,10,1,54,1,1,1899.91220772043,0,0,0
4540654,1,1,34,1,5,1,0,2,1,1,0,1,66,1,21,36,4,2761.96655273438,0,0,0
4540655,1,1,60,1,3,2,1,2,1,1,0,1,48,1,95,24,5,5833.33349609375,0,0,0
4540655,1,2,58,2,4,2,0,2,2,1,1,0,48,1,45,90,1,1380.80071831315,0,0,0
4540656,1,3,34,3,6,2,1,2,1,1,0,1,40,1,12,9,5,13416.6669921875,0,0,0
4540657,1,1,51,1,5,2,1,2,2,3,0,0,48,1,81,120,2,5072.41462268423,0,0,0
4540657,1,2,47,2,3,2,0,2,2,3,1,0,32,1,54,120,1,2835.50114289463,0,0,0
4540657,1,4,25,3,5,2,0,2,1,1,0,1,48,1,33,3,5,5833.33349609375,0,0,0
4540658,1,1,37,1,5,2,1,2,2,1,0,0,105,1,98,8,2,2222.22216796875,0,0,0
4540659,1,4,30,3,5,2,0,3,1,1,0,1,48,1,33,48,5,4861.111328125,0,0,0
4540659,1,9,27,9,5,2,0,3,1,1,0,1,48,1,45,4,5,3797.7041015625,0,0,0
4540661,1,2,37,3,6,2,0,2,1,1,0,1,40,1,13,1,5,9333.3330078125,0,0,0
4540662,1,1,58,1,6,2,1,3,2,1,0,0,36,1,3,360,2,17227.4894201476,0,0,0
4540662,1,3,36,3,6,1,0,3,1,1,0,1,48,1,12,24,5,13611.111328125,0,470000,0
4540662,1,6,34,3,6,2,0,3,1,1,1,1,40,1,19,94,1,7242.40531104693,0,0,0
4540663,1,1,29,1,5,2,1,2,2,1,0,0,48,1,87,18,2,3159.72216796875,0,0,0
4540663,1,2,28,2,6,2,0,2,1,1,0,1,48,1,54,12,1,4229.16650390625,0,0,0
4540664,1,1,53,1,4,2,1,3,2,3,1,0,30,1,41,6,1,10814.5096343626,0,0,0
4540665,1,1,33,1,4,2,1,3,2,3,1,0,50,1,95,260,1,6943.01223738811,0,0,0
4540665,1,2,26,2,5,2,0,3,1,1,0,1,48,1,45,9,5,3797.7041015625,0,0,0
4540666,1,1,40,1,5,2,1,2,1,1,0,1,48,1,97,1,5,3597.22216796875,0,0,0
4540666,1,2,32,2,5,1,0,2,2,,0,0,30,1,54,1,1,2800,0,0,0
4540668,1,1,43,1,4,2,1,2,1,1,0,1,60,1,58,6,5,4277.77783203125,0,0,0
4540669,1,3,26,3,6,2,1,3,1,1,0,1,48,1,45,1,5,3888.88891601562,0,0,0
4540670,1,1,44,1,3,2,1,2,2,3,1,0,20,1,84,108,1,4543.4745845982,0,0,0
4540670,1,2,36,2,5,2,0,2,2,3,0,0,50,1,36,1,3,3733.33325195312,0,0,0
4540671,1,2,21,3,6,2,1,3,1,1,0,1,48,1,39,18,5,3888.88891601562,0,0,0
4540673,1,2,50,2,4,2,0,2,2,1,0,0,18,1,54,60,1,11666.6669921875,0,0,0
4540674,1,1,38,1,4,2,1,2,1,1,0,1,48,1,97,12,5,4861.111328125,0,0,0
4540674,1,2,41,2,3,2,0,2,2,1,1,0,8,1,55,12,1,2456.2919891296,0,0,0
4540675,1,1,35,1,4,2,0,3,1,3,1,0,48,1,56,90,1,7554.23694062772,0,0,0
4540676,1,1,26,1,5,2,1,2,1,1,0,1,48,1,79,17,5,3888.88891601562,0,0,0
4540677,1,1,51,1,5,2,1,3,2,1,1,0,40,1,87,180,1,8105.37635771141,0,0,0
4540677,1,3,26,3,6,2,1,3,1,1,0,1,48,1,16,48,5,13088.264621941,0,0,0
4540677,1,5,74,5,5,2,1,3,2,1,1,0,40,1,95,120,1,5674.02030419881,0,0,0
4540678,1,1,45,1,1,2,1,2,2,3,0,0,70,1,45,2,2,2333.33325195312,0,0,0
4540679,1,1,36,1,5,1,0,2,2,1,0,0,24,1,45,60,2,2430.5556640625,0,0,0
4540680,1,1,51,1,6,2,1,2,1,1,0,1,45,1,11,12,3,6740.74072265625,416666.666666667,0,0
4540682,1,1,33,1,5,2,1,2,1,1,0,1,66,1,85,11,3,1220.04627055814,0,0,0
4540682,1,2,30,2,6,2,0,2,2,1,0,0,33,1,33,11,3,7070.70703125,0,0,0
4540683,1,1,46,1,5,2,1,2,1,1,0,1,48,1,90,60,5,3797.7041015625,0,0,0
4540683,1,2,45,2,6,2,0,2,1,1,0,1,40,1,13,0,4,7000,0,0,0
4540684,1,1,34,1,3,2,1,2,1,1,0,1,48,1,95,12,4,3888.88891601562,0,0,0
4540685,1,1,32,1,6,2,1,2,1,1,0,1,45,1,39,42,5,7622.22216796875,0,0,0
4540685,1,2,25,2,6,2,0,2,1,1,0,1,45,1,11,38,5,7155.5556640625,0,0,0
4540685,1,3,22,9,6,2,0,2,2,,0,0,60,1,53,60,2,2488.88891601562,0,0,0
4540686,1,1,52,1,5,2,1,2,1,1,0,1,48,1,58,3,5,4093.0556640625,0,0,0
4540686,1,2,34,2,6,2,0,2,1,1,1,1,12,1,59,3,1,4461.86713834997,0,0,0
4540687,1,1,34,1,5,2,1,2,1,1,0,1,25,1,95,12,3,5037.78903993926,0,0,0
4540687,1,2,25,2,5,2,0,2,1,1,0,1,48,1,90,12,3,5347.22216796875,0,0,0
4540688,1,1,43,1,6,2,0,3,1,1,0,1,40,1,35,1,5,4557.2451171875,0,0,0
4540688,1,2,24,3,6,2,1,3,1,1,0,1,48,1,33,24,5,3797.7041015625,0,0,0
4540689,1,1,43,1,5,1,1,3,1,1,0,1,48,1,33,4,5,3797.7041015625,0,0,0
4540689,1,2,60,5,6,2,0,3,1,1,0,1,48,1,59,24,1,7291.66650390625,0,0,0
4540689,1,3,43,9,3,2,1,3,1,1,0,1,48,1,45,14,3,3797.7041015625,0,0,0
4540691,1,1,23,1,6,2,0,3,1,1,1,1,48,1,59,10,5,9876.54809959375,0,0,0
4540691,1,2,18,5,6,2,0,3,1,1,0,1,48,1,45,0,5,3797.7041015625,0,0,0
4540692,1,1,52,1,3,2,1,2,2,3,1,0,40,1,45,240,1,6320.58055040652,0,0,0
4540692,1,4,28,3,5,2,0,2,1,1,0,1,42,1,33,48,5,6111.111328125,0,0,0
4540693,1,1,50,1,5,2,0,3,2,1,0,0,48,1,53,24,4,4861.111328125,0,0,0
4540693,1,2,22,3,5,2,0,3,1,1,0,1,48,1,38,9,5,3797.7041015625,0,0,0
4540694,1,1,56,1,6,2,1,2,1,1,1,1,70,1,41,120,2,5315.2960333068,0,0,0
4540694,1,2,41,2,6,2,0,2,2,1,0,0,18,1,45,60,2,6001.5166421641,0,0,0
4540695,1,1,57,1,3,2,1,2,2,3,1,0,48,1,84,360,1,4760.05879307085,0,0,0
4540696,1,1,29,1,6,2,1,3,1,1,1,1,48,1,3,12,5,15041.4838446558,0,0,0
4540696,1,2,30,2,5,2,0,3,1,1,0,1,48,1,45,36,2,6398.80218726368,0,0,0
4540697,1,1,35,1,6,2,0,3,1,1,0,1,42,1,59,36,5,5555.5556640625,0,0,0
4540698,1,2,39,2,6,2,0,3,1,1,0,1,48,1,59,48,5,5347.22216796875,0,0,0
4540699,1,1,39,1,5,2,0,3,2,3,1,0,66,1,57,2,4,7799.69713986139,0,0,0
4540700,1,2,59,2,5,2,0,2,2,1,1,0,24,1,54,120,1,4563.53009802579,0,0,0
4540701,1,1,57,1,5,2,1,1,1,1,0,1,48,1,39,204,5,5152.77783203125,0,0,4e+05
4540701,1,3,24,3,5,2,1,1,1,1,1,1,45,1,41,10,5,1617.10394084305,0,0,0
4540703,1,1,43,1,6,2,0,3,1,1,0,1,48,1,59,252,5,5833.33349609375,0,0,0
4540704,1,2,24,3,4,2,1,1,1,1,0,1,48,1,90,47,4,3797.7041015625,0,0,0
4540704,1,3,23,3,5,2,0,1,1,1,0,1,48,1,58,8,5,5833.33349609375,0,0,0
4540705,1,1,68,1,3,2,1,3,3,1,0,1,48,1,41,160,2,17745.8519162812,0,1900000,1200000
4540705,1,3,42,3,6,2,0,3,2,1,0,0,91,1,45,60,2,3076.92309570312,0,0,0
4540706,1,1,49,1,5,2,1,3,2,1,1,0,50,1,41,120,1,8909.33869786308,0,0,0
4540706,1,2,41,2,5,2,0,3,1,1,0,1,48,1,33,15,5,4666.66650390625,0,0,0
4540707,1,1,37,1,4,1,0,3,2,3,1,0,70,1,57,60,1,4076.58041852409,0,0,0
4540708,1,1,55,1,5,2,0,3,2,1,1,0,66,1,38,18,1,5092.89226682455,0,0,0
4540708,1,2,32,3,6,2,1,3,1,1,0,1,48,1,44,24,5,12075.780029445,0,0,0
4540710,1,1,57,1,6,2,1,3,1,1,1,1,48,1,81,360,2,12295.4901793215,0,0,0
4540714,1,1,51,1,4,2,0,3,1,1,0,1,48,1,54,96,2,4375,0,0,0
4540714,1,3,33,3,6,2,1,3,1,1,0,1,48,1,33,18,5,12638.888671875,0,0,0
4540714,1,4,23,3,5,2,1,3,2,1,1,0,24,1,59,1,1,6172.12650472594,0,0,0
4540715,1,1,43,1,6,2,1,3,1,1,0,1,48,1,12,12,5,17986.111328125,0,0,0
4540715,1,2,47,2,6,2,0,3,1,1,0,1,48,1,9,204,5,7777.77783203125,0,0,0
4540716,1,1,34,1,6,2,1,2,1,1,1,1,40,1,21,96,1,6896.62547048987,0,0,0
4540716,1,2,28,2,6,2,0,2,1,1,0,1,40,1,3,4,5,8750,0,0,0
4540717,1,1,30,1,5,2,1,3,1,1,0,1,48,1,70,24,4,3797.7041015625,0,0,0
4540719,1,1,45,1,5,2,0,2,1,1,0,1,40,1,39,12,5,5250,0,0,0
4540720,1,2,53,6,6,2,0,2,2,,0,0,48,1,54,36,1,1458.33337402344,0,0,0
4540721,1,1,27,1,3,2,1,3,1,1,1,1,50,1,97,60,1,2994.12476620626,0,0,0
4540721,1,2,31,2,6,2,0,3,1,1,0,1,48,1,39,0,3,3797.7041015625,0,0,0
4540722,1,1,53,1,6,2,1,3,1,1,0,1,56,1,11,228,5,12500,0,0,0
4540723,1,2,35,3,6,2,1,3,1,1,1,1,40,1,39,48,5,13596.1560267096,0,0,0
4540724,1,2,44,2,6,2,1,3,1,1,0,1,48,1,3,96,5,3797.7041015625,0,0,0
4540725,1,1,30,1,5,2,1,3,2,3,1,0,70,1,45,60,1,6356.74795125171,0,0,0
4540725,1,2,28,2,5,2,0,3,1,1,0,1,48,1,45,24,5,4618.0556640625,0,0,0
4540727,1,1,36,1,5,2,0,2,1,1,0,1,48,1,97,18,5,3797.7041015625,0,0,0
4540728,1,1,49,1,3,2,0,2,1,1,0,1,48,1,55,60,5,3797.7041015625,0,0,0
4540729,1,1,42,1,5,2,0,3,1,1,0,1,48,1,53,6,5,3797.7041015625,0,0,0
4540730,1,1,42,1,4,2,0,2,2,1,0,0,48,1,45,96,3,3797.7041015625,0,0,0
4540731,1,1,42,1,5,2,1,3,1,2,0,1,48,1,58,240,5,9236.111328125,0,0,0
4540732,1,1,20,1,6,2,1,3,2,3,0,0,90,1,53,60,2,2074.07397460938,0,0,0
4540734,1,1,31,1,5,2,0,1,1,1,1,1,45,1,38,36,5,2143.81964077675,0,0,0
4540735,1,1,26,1,6,2,1,1,1,1,0,1,45,1,11,26,5,9437.037109375,0,0,0
4540737,1,1,48,1,4,2,1,3,2,3,1,0,44,1,95,12,1,6124.98453784718,0,0,0
4540741,1,1,37,1,6,2,0,3,1,1,0,1,45,1,39,144,5,15555.5556640625,0,0,0
4540741,1,2,20,3,6,2,1,3,1,1,0,1,48,1,38,12,5,3797.7041015625,0,0,0
4540742,1,1,29,1,6,2,1,2,1,1,0,1,36,1,39,12,5,4031.4814453125,0,0,0
4540742,1,2,31,2,6,2,0,2,1,1,0,1,48,1,39,2,5,3797.7041015625,0,0,0
4540743,1,1,60,1,4,2,0,2,1,1,0,1,48,1,39,48,5,3797.7041015625,0,0,0
4540750,1,1,37,1,5,2,1,2,1,1,0,1,48,1,59,24,5,7167.47671956472,0,0,0
4540750,1,2,30,2,5,2,0,2,1,1,0,1,48,1,80,48,5,3797.7041015625,0,0,0
4540752,1,1,33,1,6,2,1,1,1,1,0,1,48,1,37,2,5,3797.7041015625,0,0,0
4540753,1,1,33,1,5,2,1,2,1,1,0,1,48,1,58,13,5,8750,0,0,0
4540753,1,2,29,2,5,2,0,2,1,1,0,1,48,1,45,9,5,4375,0,0,0
4540754,1,1,32,1,6,2,0,3,1,1,0,1,48,1,32,96,4,11582.9230460735,0,0,0
4540755,1,1,36,1,6,2,1,2,2,3,0,0,84,1,45,96,2,2500,0,0,0
4540755,1,2,29,2,6,2,0,2,1,1,0,1,40,1,11,48,5,5250,0,0,0
4540756,1,1,27,1,4,2,1,2,1,1,0,1,48,1,59,5,4,8750,0,0,0
4540757,1,1,35,1,5,2,0,2,1,1,0,1,72,1,45,32,5,2531.802734375,0,0,0
4540760,1,1,40,1,5,2,1,2,1,1,0,1,48,1,97,11,5,5347.22216796875,0,0,0
4540760,1,2,34,2,5,2,0,2,1,1,0,1,36,1,38,60,5,6481.4814453125,0,0,0
4540760,2,2,41,3,5,2,0,2,1,1,1,1,48,1,39,12,5,3652.98933507225,0,0,0
4540762,1,1,62,1,3,2,1,1,2,3,1,0,9,1,59,24,1,2801.82208328888,0,0,0
4540763,1,1,36,1,6,2,0,2,1,1,0,1,48,1,45,74,5,13125,0,0,0
4540764,1,1,20,1,6,2,0,2,2,3,0,0,56,1,53,24,3,3750,0,0,0
4540764,1,3,18,5,5,2,0,2,2,3,0,0,24,1,53,12,3,1944.44445800781,0,0,0
4540765,1,1,62,1,3,2,1,1,2,3,0,0,20,1,95,0,2,933.333312988281,0,0,380000
4543145,1,1,29,1,5,2,0,2,2,,0,0,66,1,53,6,2,2545.45458984375,0,0,0
4543146,1,2,36,2,3,2,1,1,2,3,0,0,48,1,80,2,3,2138.88891601562,0,0,0
4544084,1,1,30,1,6,2,1,3,1,1,0,1,60,1,30,36,5,8555.5556640625,0,0,0
4544084,1,2,33,2,6,2,0,3,1,1,0,1,48,1,21,144,5,7291.66650390625,0,0,0
4544085,1,1,71,1,5,2,0,4,2,1,1,0,10,1,94,540,1,18316.8449791465,0,0,0
4544086,1,1,52,1,5,2,0,3,2,1,1,0,30,1,36,12,1,8748.48544195937,0,0,0
4544086,1,3,26,3,5,2,1,3,2,3,1,0,30,1,97,4,1,5523.48643277776,0,0,0
4544086,1,4,23,3,5,2,0,3,2,3,1,0,48,1,57,36,2,4997.86002608297,0,0,0
4544086,1,2,27,3,5,2,0,3,1,1,0,1,48,1,53,5,4,4131.9443359375,0,0,0
4545708,1,1,72,1,6,2,1,4,3,1,0,1,50,1,41,360,3,37829.634173832,0,5e+06,1700000
4545708,1,2,68,2,5,2,1,4,3,1,0,1,45,1,21,360,3,19185.185546875,0,8e+06,0
4545708,1,3,65,6,3,2,0,4,2,1,0,0,45,1,54,120,1,4050.88452148438,0,0,0
4545709,1,1,63,1,6,2,1,4,3,1,0,1,20,1,11,120,2,26593.20973055,0,3e+06,0
4545709,1,3,36,3,6,2,1,4,1,1,0,1,48,1,3,24,5,5833.33349609375,0,0,0
4545709,1,4,32,3,6,2,0,4,1,1,1,1,30,1,18,48,1,13157.8318653062,0,0,0
4545709,1,5,27,3,5,2,0,4,2,1,0,0,10,1,39,60,2,7000,0,0,0
4545710,1,1,48,1,3,2,0,2,2,3,0,0,20,1,54,4,1,2800,0,0,0
4545710,1,2,26,3,5,2,1,2,1,1,0,1,48,1,93,4,5,4375,0,0,0
4545711,1,1,61,1,3,2,1,2,1,1,0,1,48,1,97,120,5,4180.5556640625,0,0,0
4545711,1,3,28,3,6,2,0,2,1,1,0,1,43,1,33,48,5,4883.720703125,0,0,0
4545711,1,4,24,3,6,2,0,2,1,1,0,1,48,1,39,60,5,3797.7041015625,0,0,0
4545712,1,1,63,1,6,2,1,4,1,1,0,1,40,1,13,168,5,30916.666015625,16666.6666666667,0,0
4545712,1,2,65,2,6,2,0,4,1,1,1,1,42,1,39,240,5,20146.1301556278,0,0,0
4545713,1,3,30,4,6,2,0,2,1,1,0,1,48,1,21,84,5,17658.71484375,0,0,0
4545714,1,1,40,1,5,2,0,2,2,,0,0,54,1,53,24,2,4104.9384765625,0,0,0
4545715,1,2,56,3,6,2,0,4,1,1,0,1,70,1,2,18,2,12926.9529365975,0,0,0
4545718,2,2,33,3,6,2,1,2,1,1,0,1,48,1,30,132,5,6319.4443359375,0,0,0
4545718,3,2,36,3,5,2,0,2,1,1,0,1,48,1,59,1,4,4885.41650390625,0,0,0
4545720,1,1,45,1,4,2,1,1,2,3,0,0,48,1,77,49,2,2916.66674804688,0,0,0
4545720,1,2,34,2,5,2,0,1,1,1,0,1,48,1,45,1,5,3797.7041015625,0,0,0
4545722,1,1,60,1,3,2,1,2,1,1,0,1,48,1,83,24,4,3797.7041015625,0,0,0
4545722,1,3,25,3,6,2,1,2,1,1,0,1,48,1,3,36,4,3797.7041015625,0,0,0
4545722,1,4,23,3,6,2,0,2,1,1,0,1,40,1,59,24,5,4501.35140359945,0,0,0
4545723,1,1,58,1,6,2,1,4,1,1,0,1,40,1,12,300,5,46666.66796875,0,0,0
4545724,1,1,63,1,6,2,0,4,1,1,0,1,48,1,31,69,5,53472.22265625,0,0,0
4545724,1,2,54,5,6,2,0,4,1,1,0,1,48,1,44,120,5,14583.3330078125,0,0,0
4545726,1,1,53,1,1,2,1,2,1,1,0,1,48,1,55,0,4,3797.7041015625,0,0,0
4545726,1,2,49,2,3,2,0,2,1,1,0,1,48,1,55,48,5,3797.7041015625,0,0,0
4545727,1,1,44,1,5,2,1,1,1,1,0,1,48,1,85,36,4,4618.0556640625,0,0,0
4545728,1,2,46,5,5,2,1,2,1,1,0,1,47,1,55,1,5,3878.50634765625,0,0,0
4545729,1,1,21,1,4,2,1,1,2,3,0,0,48,1,80,72,1,4375,0,0,0
4545729,1,2,22,2,5,2,0,1,2,3,0,0,48,1,80,24,1,1458.33337402344,0,0,0
4545729,1,3,21,9,4,2,1,1,2,3,0,0,48,1,80,24,2,2187.5,0,0,0
4545729,1,4,19,9,5,2,1,1,2,3,0,0,48,1,82,12,2,1701.38891601562,0,0,0
4545730,1,3,58,3,6,2,1,4,1,1,0,1,48,1,39,48,4,3797.7041015625,0,0,0
4545732,1,1,64,1,1,2,0,1,2,3,1,0,21,1,41,120,1,231.923231257523,0,0,0
4545732,2,1,32,1,3,2,1,1,2,3,0,0,24,1,87,6,2,2138.88891601562,0,0,0
4545733,1,1,39,1,6,2,0,2,2,2,0,0,40,1,13,0,2,4083.33325195312,0,0,0
4545734,1,1,31,1,6,2,0,2,1,1,0,1,48,1,13,9,5,4861.111328125,0,0,0
4545735,1,1,33,1,4,2,1,2,2,,0,0,60,1,95,1,2,3422.22216796875,0,0,0
4545736,1,1,40,1,4,2,1,2,1,1,0,1,48,1,79,8,4,3797.7041015625,0,0,0
4545738,1,1,45,1,5,2,1,6,1,1,1,1,48,1,21,60,2,55194.3639710965,2500000,0,6e+06
4545738,1,2,39,2,6,2,0,6,1,1,1,1,40,1,12,1,5,27149.8127593402,0,0,0
4545738,1,5,23,6,5,2,0,6,2,,0,0,48,1,54,12,1,3797.7041015625,0,0,0
4545740,1,1,55,1,5,2,1,2,2,3,1,0,48,1,81,2,2,4203.59504600714,0,0,0
4545741,1,1,50,1,3,2,1,2,2,3,0,0,48,1,95,0,3,4180.5556640625,0,0,0
4545742,1,1,65,1,6,2,1,3,2,1,1,0,70,1,2,7,1,15001.5483325868,0,0,1300000
4545742,1,2,64,2,6,2,0,3,2,1,1,0,18,1,45,360,1,13633.6201452198,0,0,0
4545742,2,1,20,1,6,1,0,3,2,2,1,0,15,1,13,0,1,9557.52669812107,0,0,0
4545743,1,1,42,1,6,2,1,4,1,1,0,1,40,1,44,24,4,11666.6669921875,0,0,0
4545743,1,3,23,9,6,2,1,4,1,1,0,1,24,1,53,16,5,8263.888671875,0,0,0
4545746,1,1,52,1,6,2,1,4,1,1,0,1,40,1,13,268,5,29166.666015625,0,0,0
4545746,1,2,25,3,6,2,0,4,1,1,0,1,5,1,13,7,5,36493.33203125,0,0,0
4545747,1,2,36,3,6,2,1,4,1,1,1,1,60,1,3,10,5,17747.1292762948,0,0,0
4545747,1,3,34,9,6,2,0,4,1,1,1,1,50,1,16,10,5,14078.8020763229,0,0,0
4545748,1,1,44,1,6,2,1,4,1,2,0,1,44,1,13,144,5,33156.97265625,0,0,0
4545750,1,1,72,1,6,2,1,4,3,1,0,1,48,1,13,1,5,18642.6183240285,0,0,0
4545751,1,1,37,1,6,2,1,4,2,1,0,0,48,1,44,24,4,17013.888671875,0,0,0
4545752,1,1,61,1,3,2,1,2,2,3,0,0,60,1,89,60,4,3072.22216796875,0,0,5e+05
4545754,1,1,49,1,5,2,1,2,1,1,0,1,48,1,79,120,4,3797.7041015625,0,0,0
4545754,1,2,52,2,5,2,0,2,1,1,0,1,48,1,79,24,4,3797.7041015625,0,0,0
4545755,1,5,32,3,6,2,1,3,1,1,0,1,48,1,35,42,4,6222.22216796875,0,0,0
4545755,1,6,29,3,6,2,1,3,1,1,0,1,50,1,3,72,5,7000,0,0,0
4545755,1,7,63,5,3,2,1,3,2,3,1,0,16,1,98,240,1,7532.88759948315,0,0,0
4545756,1,1,50,1,5,2,0,2,1,1,0,1,48,1,54,96,1,3797.7041015625,0,0,0
4545757,1,1,55,1,3,2,1,2,1,1,0,1,48,1,45,36,4,4375,0,0,0
4545757,1,3,30,3,6,2,0,2,1,1,0,1,48,1,30,60,5,5833.33349609375,0,0,0
4545758,1,1,62,1,3,2,0,2,2,3,1,0,48,1,41,24,2,3699.10873189071,0,0,0
4545758,1,2,66,2,3,2,1,2,2,3,0,0,48,1,53,24,2,4275.09244021902,0,0,0
4545759,1,1,54,1,6,2,1,4,1,1,0,1,48,1,70,14,5,38888.890625,0,0,0
4545759,1,2,20,9,6,2,0,4,1,1,0,1,48,1,33,6,4,3797.7041015625,0,0,0
4545760,1,1,44,1,6,2,1,4,1,1,0,1,40,1,39,132,4,6708.33349609375,0,0,0
4545760,1,2,38,2,6,2,0,4,1,1,1,1,60,1,11,144,1,12761.3331355068,0,0,0
4545761,1,1,76,1,3,2,0,3,2,1,0,0,40,1,51,120,2,8817.0483107346,0,0,0
4545761,1,2,48,3,6,2,1,3,2,1,0,0,40,1,33,72,2,5250,0,0,0
4545761,1,3,25,5,6,2,0,3,1,1,0,1,40,1,39,2,5,7000,0,0,0
4545762,1,1,64,1,5,2,1,3,2,1,0,0,60,1,88,24,2,6392.79532196713,0,0,0
4545762,1,2,51,2,4,2,0,3,2,1,0,0,66,1,88,24,2,1772.98096532499,0,0,0
4545762,1,3,34,3,6,2,1,3,1,1,0,1,40,1,19,10,5,11666.6669921875,0,0,0
